IP|PUERTO|BD|USUARIO|USOS
10.30.241.169|35421|buro|sysburotienda|1
10.50.71.69|45270|buro|sysburotienda|1
10.50.71.69|45282|buro|sysburotienda|1
10.50.71.69|45294|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|45306|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|45308|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41532|buro|sysburotienda|1
10.50.71.69|41548|buro|sysburotienda|2
10.50.71.69|41564|buro|sysburotienda|1
10.50.71.69|41576|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41584|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41586|buro|sysburotienda|3
10.50.71.69|41602|buro|sysburotienda|1
10.199.3.65|19176|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41616|buro|sysburotienda|1
10.50.71.69|41620|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41632|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|58392|buro|sysburotienda|1
10.199.3.80|50493|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|58402|buro|sysburotienda|1
10.50.71.69|58414|buro|sysburotienda|1
10.50.71.69|58424|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|58432|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|58438|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|58446|buro|sysburotienda|1
10.50.71.69|58460|buro|sysburotienda|1
10.50.71.69|58470|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|58476|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|49241|buro|sysburotienda|1
10.50.71.69|58480|buro|sysburotienda|1
10.50.70.34|38344|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|50050|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|50062|buro|sysburotienda|1
10.50.70.33|59584|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|50070|buro|sysburotienda|2
10.50.71.69|50074|buro|sysburotienda|1
10.50.71.69|50080|buro|sysburotienda|1
10.50.71.69|50082|buro|sysburotienda|1
10.50.71.69|50094|buro|sysburotienda|1
10.50.71.69|50108|buro|sysburotienda|2
10.50.71.69|50118|buro|sysburotienda|1
10.50.71.69|50126|buro|sysburotienda|1
10.50.71.69|50128|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|50144|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|50158|buro|sysburotienda|1
10.50.71.69|50168|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|50180|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|50196|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|50200|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|50206|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|50214|buro|sysburotienda|1
10.50.71.69|50220|buro|sysburotienda|2
10.50.71.69|50244|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|50252|buro|sysburotienda|1
10.50.71.69|50266|buro|sysburotienda|1
10.50.71.69|50282|buro|sysburotienda|1
10.50.71.69|50286|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|50290|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|50296|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|15738|buro|sysburotienda|1
10.50.71.69|15750|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|15760|buro|sysburotienda|1
10.50.71.69|15766|buro|sysburotienda|1
10.50.71.69|15778|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|38832|buro|sysburotienda|1
10.50.71.69|38844|buro|sysburotienda|1
10.50.71.69|9496|buro|sysburotienda|1
10.50.71.69|9502|buro|sysburotienda|1
10.50.71.69|9508|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|9522|buro|sysburotienda|1
10.50.71.69|9526|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|9540|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|9546|buro|sysburotienda|1
10.30.241.169|6672|buro|sysburotienda|1
10.50.71.69|9554|buro|sysburotienda|1
10.50.71.69|19096|buro|sysburotienda|1
10.50.71.69|19098|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|19106|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|55162|buro|sysburotienda|1
10.50.71.69|28344|buro|sysburotienda|1
10.50.71.69|28348|buro|sysburotienda|1
10.50.71.69|28356|buro|sysburotienda|1
10.50.71.69|28358|buro|sysburotienda|2
10.50.71.69|28362|buro|sysburotienda|1
10.50.71.69|28376|buro|sysburotienda|1
10.50.71.69|28392|buro|sysburotienda|1
10.50.71.69|28400|buro|sysburotienda|1
10.50.71.69|28416|buro|sysburotienda|1
10.50.71.69|28424|buro|sysburotienda|1
10.50.71.69|28440|buro|sysburotienda|1
10.50.71.69|28454|buro|sysburotienda|1
10.50.71.69|28462|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|28470|buro|sysburotienda|1
10.50.71.69|28474|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|28480|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|28482|infocrediticiacte|sysinfocrediticia|2
10.30.241.167|34080|buro|sysburotienda|1
10.50.71.69|28488|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|28502|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|28506|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|28516|buro|sysburotienda|1
10.50.71.69|28528|buro|sysburotienda|1
10.50.71.69|28536|buro|sysburotienda|1
10.50.71.69|28544|buro|sysburotienda|1
10.50.71.69|28558|buro|sysburotienda|1
10.50.71.69|28572|buro|sysburotienda|1
10.50.71.69|28578|buro|sysburotienda|1
10.50.71.69|28582|buro|sysburotienda|1
10.50.71.69|28596|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|28604|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|28608|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|28612|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|28618|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|28634|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|34062|buro|sysburotienda|2
10.50.71.69|34072|buro|sysburotienda|2
10.50.71.69|34076|buro|sysburotienda|1
10.50.71.69|34088|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|17592|buro|sysburotienda|1
10.50.71.69|34100|buro|sysburotienda|2
10.50.71.69|34106|buro|sysburotienda|2
10.50.71.69|34118|buro|sysburotienda|3
10.199.3.69|44092|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|34132|buro|sysburotienda|1
10.50.71.69|34138|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|34154|buro|sysburotienda|1
10.50.71.69|34160|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|34164|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|34170|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|34174|buro|sysburotienda|1
10.50.71.69|34190|buro|sysburotienda|1
10.50.71.69|34202|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|22317|buro|sysburotienda|1
10.50.71.69|34208|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|34218|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|34224|buro|sysburotienda|1
10.50.71.69|34236|buro|sysburotienda|1
10.50.71.69|34240|buro|sysburotienda|1
10.50.71.69|34242|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|34246|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|64526|buro|sysburotienda|1
10.50.71.69|64528|buro|sysburotienda|1
10.50.71.69|64538|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|64552|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|4566|buro|sysburotienda|1
10.50.71.69|4574|buro|sysburotienda|1
10.50.71.69|4582|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|4588|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|19863|buro|sysburotienda|1
10.50.70.5|35544|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|47712|buro|sysburotienda|3
10.50.71.69|47714|buro|sysburotienda|1
10.50.71.69|47718|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|47722|buro|sysburotienda|1
10.50.71.69|47724|buro|sysburotienda|1
10.50.71.69|47732|buro|sysburotienda|2
10.50.71.69|47746|buro|sysburotienda|1
10.50.71.69|59014|buro|sysburotienda|1
10.50.71.69|59020|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|59032|buro|sysburotienda|1
10.50.71.69|59038|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|59052|buro|sysburotienda|1
10.50.71.69|59066|buro|sysburotienda|1
10.50.70.28|55240|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|59082|buro|sysburotienda|2
10.50.71.69|59092|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|59094|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|5994|buro|sysburotienda|2
10.50.71.69|6000|buro|sysburotienda|1
10.50.71.69|6008|buro|sysburotienda|1
10.50.71.69|6020|buro|sysburotienda|2
10.50.71.69|6034|buro|sysburotienda|1
10.50.71.69|6044|buro|sysburotienda|1
10.50.71.69|6050|buro|sysburotienda|2
10.50.71.69|6064|buro|sysburotienda|1
10.50.71.69|6072|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|6080|buro|sysburotienda|1
10.50.71.69|6092|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|6106|infocrediticiacte|sysinfocrediticia|2
10.30.241.167|35546|buro|sysburotienda|1
10.50.71.69|6122|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|6132|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|6136|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|6138|buro|sysburotienda|1
10.50.71.69|6140|buro|sysburotienda|1
10.50.71.69|6146|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|6160|buro|sysburotienda|1
10.50.71.69|6172|buro|sysburotienda|1
10.50.71.69|6176|buro|sysburotienda|1
10.50.71.69|6190|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|6200|buro|sysburotienda|2
10.50.71.69|6216|buro|sysburotienda|2
10.50.71.69|6232|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|6238|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|6250|buro|sysburotienda|1
10.50.71.69|6256|buro|sysburotienda|2
10.50.71.69|4768|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|4780|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|4790|buro|sysburotienda|1
10.50.71.69|4792|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|4798|buro|sysburotienda|2
10.50.71.69|4802|buro|sysburotienda|1
10.50.71.69|4808|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|4820|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|4826|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|4836|buro|sysburotienda|1
10.50.71.69|14100|buro|sysburotienda|1
10.28.231.46|31172|postgres|sysnagios|1
10.50.71.69|15106|buro|sysburotienda|2
10.50.71.69|15120|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|15126|buro|sysburotienda|1
10.50.71.69|15132|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|15138|buro|sysburotienda|1
10.50.71.69|15142|buro|sysburotienda|1
10.50.71.69|15156|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|42122|buro|sysburotienda|1
10.50.71.69|42132|buro|sysburotienda|1
10.50.71.69|42140|buro|sysburotienda|1
10.50.71.69|42152|buro|sysburotienda|1
10.50.71.69|42156|buro|sysburotienda|1
10.50.71.69|42168|buro|sysburotienda|1
10.199.3.85|3469|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|42180|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|42188|buro|sysburotienda|1
10.50.71.69|42204|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|42220|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|10046|buro|sysburotienda|1
10.50.71.69|10054|buro|sysburotienda|1
10.50.71.69|10056|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|10062|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|10074|buro|sysburotienda|1
10.50.71.69|10088|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54596|buro|sysburotienda|1
10.50.71.69|54612|buro|sysburotienda|1
10.50.71.69|54624|buro|sysburotienda|1
10.50.71.69|54648|buro|sysburotienda|2
10.50.71.69|54656|buro|sysburotienda|2
10.50.71.69|54632|buro|sysburotienda|1
10.50.71.69|54662|buro|sysburotienda|1
10.50.71.69|54666|buro|sysburotienda|2
10.50.71.69|54672|buro|sysburotienda|1
10.50.71.69|54676|buro|sysburotienda|2
10.50.71.69|54680|buro|sysburotienda|1
10.50.71.69|54688|buro|sysburotienda|1
10.50.71.69|54696|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54708|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54714|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|54728|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|54744|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54758|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54766|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54772|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54788|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54790|buro|sysburotienda|1
10.50.71.69|54806|buro|sysburotienda|1
10.50.71.69|54810|buro|sysburotienda|1
10.50.71.69|54812|buro|sysburotienda|1
10.50.71.69|54814|buro|sysburotienda|1
10.50.71.69|54828|buro|sysburotienda|1
10.50.71.69|54844|buro|sysburotienda|1
10.50.71.69|54858|buro|sysburotienda|1
10.50.71.69|54862|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54874|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54882|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54894|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54898|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54902|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|54912|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41508|buro|sysburotienda|2
10.50.71.69|41522|buro|sysburotienda|1
10.50.71.69|41526|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41540|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41552|buro|sysburotienda|1
10.50.71.69|41568|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41570|buro|sysburotienda|2
10.50.71.69|41582|buro|sysburotienda|1
10.50.71.69|41590|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|16390|buro|sysburotienda|1
10.50.71.69|16398|buro|sysburotienda|2
10.50.71.69|16412|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|43350|buro|sysburotienda|1
10.50.71.69|43360|buro|sysburotienda|1
10.50.71.69|43374|buro|sysburotienda|1
10.50.70.36|33128|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|43386|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|43402|buro|sysburotienda|1
10.50.71.69|43406|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|43420|buro|sysburotienda|1
10.50.70.91|47576|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|48464|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|54514|buro|sysburotienda|1
10.50.71.69|48480|buro|sysburotienda|1
10.50.71.69|48482|buro|sysburotienda|1
10.50.71.69|48486|buro|sysburotienda|1
10.50.71.69|48500|buro|sysburotienda|1
10.50.71.69|17152|buro|sysburotienda|1
10.50.71.69|17158|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|17162|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|17168|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|17180|buro|sysburotienda|2
10.50.71.69|17182|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|17192|buro|sysburotienda|2
10.50.71.69|24940|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|21236|buro|sysburotienda|1
10.50.71.69|21234|buro|sysburotienda|1
10.50.71.69|21252|buro|sysburotienda|1
10.50.71.69|21266|buro|sysburotienda|1
10.50.71.69|21276|buro|sysburotienda|1
10.50.71.69|21288|buro|sysburotienda|1
10.50.71.69|21290|buro|sysburotienda|1
10.50.71.69|21300|buro|sysburotienda|1
10.50.71.69|21308|buro|sysburotienda|1
10.50.71.69|21318|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|47976|buro|sysburotienda|1
10.50.71.69|21334|buro|sysburotienda|1
10.50.71.69|21346|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|21358|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|21370|buro|sysburotienda|1
10.30.241.167|20866|buro|sysburotienda|1
10.50.71.69|21380|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|21386|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|21388|buro|sysburotienda|1
10.50.71.69|21394|buro|sysburotienda|1
10.50.71.69|21400|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|21416|buro|sysburotienda|1
10.50.71.69|21426|buro|sysburotienda|1
10.50.71.69|21430|buro|sysburotienda|1
10.50.71.69|21436|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|21448|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|21454|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|21468|buro|sysburotienda|1
10.50.71.69|21484|buro|sysburotienda|1
10.50.71.69|21490|buro|sysburotienda|1
10.50.71.69|21506|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|21512|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|38536|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|38546|buro|sysburotienda|1
10.50.71.69|38558|buro|sysburotienda|1
10.50.71.69|38570|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|38584|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|38592|buro|sysburotienda|1
10.50.71.69|30020|buro|sysburotienda|1
10.50.70.33|49912|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|30034|buro|sysburotienda|1
10.50.71.69|30042|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|5413|buro|sysburotienda|1
10.50.71.69|30050|buro|sysburotienda|1
10.50.71.69|30054|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|30056|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|30064|buro|sysburotienda|1
10.50.71.69|30078|buro|sysburotienda|1
10.50.71.69|62792|buro|sysburotienda|1
10.50.71.69|62808|buro|sysburotienda|1
10.50.71.69|62820|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|62822|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|62830|buro|sysburotienda|1
10.50.71.69|62834|buro|sysburotienda|1
10.50.71.69|62838|buro|sysburotienda|1
10.50.71.69|62848|buro|sysburotienda|1
10.50.71.69|13864|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|13868|buro|sysburotienda|1
10.50.71.69|13882|buro|sysburotienda|1
10.50.71.69|13904|infocrediticiacte|sysinfocrediticia|1
10.50.70.33|45416|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|47692|buro|sysburotienda|1
10.50.71.69|47708|buro|sysburotienda|1
10.50.71.69|47728|buro|sysburotienda|2
10.50.71.69|47742|buro|sysburotienda|1
10.50.71.69|47744|buro|sysburotienda|1
10.50.71.69|47754|buro|sysburotienda|1
10.50.71.69|47766|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|47770|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|47786|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|47794|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|47802|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|47808|buro|sysburotienda|1
10.50.71.69|47814|buro|sysburotienda|1
10.50.71.69|47820|buro|sysburotienda|1
10.50.71.69|47822|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|47832|buro|sysburotienda|1
10.50.71.69|47844|buro|sysburotienda|1
10.50.71.69|47852|buro|sysburotienda|1
10.50.71.69|47858|buro|sysburotienda|1
10.50.71.69|41436|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41446|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41460|buro|sysburotienda|1
10.50.71.69|41468|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41474|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41482|infocrediticiacte|sysinfocrediticia|1
10.30.241.181|52559|buro|sysburotienda|1
10.50.71.69|41490|buro|sysburotienda|1
10.50.71.69|41502|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41514|buro|sysburotienda|1
10.50.71.69|41520|buro|sysburotienda|1
10.50.71.69|41534|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41544|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41546|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|41562|buro|sysburotienda|1
10.50.71.69|41578|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|49546|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|49554|buro|sysburotienda|1
10.28.231.46|42606|postgres|sysnagios|1
10.50.71.69|53328|buro|sysburotienda|1
10.50.71.69|53332|buro|sysburotienda|2
10.50.71.69|53346|buro|sysburotienda|1
10.50.71.69|53352|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|53362|buro|sysburotienda|2
10.50.71.69|53370|buro|sysburotienda|1
10.50.71.69|53376|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|53378|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|53388|buro|sysburotienda|2
10.50.71.69|53398|buro|sysburotienda|1
10.50.71.69|20294|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|12676|buro|sysburotienda|1
10.50.71.69|12682|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|12692|buro|sysburotienda|1
10.50.71.69|39632|buro|sysburotienda|1
10.50.71.69|39636|buro|sysburotienda|1
10.50.71.69|39640|buro|sysburotienda|1
10.50.71.69|39644|buro|sysburotienda|1
10.50.71.69|39658|buro|sysburotienda|1
10.50.71.69|39666|buro|sysburotienda|3
10.50.71.69|39674|buro|sysburotienda|2
10.50.71.69|39686|buro|sysburotienda|1
10.50.71.69|39702|buro|sysburotienda|1
10.50.71.69|39706|buro|sysburotienda|1
10.50.71.69|39708|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|39714|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|39716|infocrediticiacte|sysinfocrediticia|1
10.30.241.169|39075|buro|sysburotienda|1
10.50.71.69|39720|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|39730|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|39736|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|39746|buro|sysburotienda|1
10.50.71.69|39760|buro|sysburotienda|1
10.50.71.69|39762|buro|sysburotienda|1
10.50.71.69|39770|buro|sysburotienda|1
10.50.71.69|39784|buro|sysburotienda|1
10.50.71.69|39800|buro|sysburotienda|1
10.50.71.69|39804|buro|sysburotienda|1
10.50.71.69|39810|infocrediticiacte|sysinfocrediticia|1
10.30.241.167|26229|buro|sysburotienda|1
10.50.71.69|39814|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|39828|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|39834|buro|sysburotienda|1
10.50.71.69|26156|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|26170|buro|sysburotienda|1
10.50.71.69|26182|buro|sysburotienda|1
10.50.71.69|26194|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|26198|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|26214|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|26228|buro|sysburotienda|2
10.50.71.69|26244|buro|sysburotienda|1
10.50.71.69|26254|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|26262|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|26274|buro|sysburotienda|1
10.50.71.69|26290|buro|sysburotienda|1
10.50.71.69|26294|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|26308|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|26312|buro|sysburotienda|1
10.50.71.69|26318|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|26320|buro|sysburotienda|1
10.50.71.69|26332|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|26338|buro|sysburotienda|1
10.50.71.69|26348|buro|sysburotienda|1
10.50.71.69|26364|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|26366|buro|sysburotienda|1
10.50.71.69|26368|buro|sysburotienda|1
10.50.71.69|26376|buro|sysburotienda|1
10.50.71.69|26386|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|26392|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|7764|buro|sysburotienda|1
10.50.71.69|7778|buro|sysburotienda|1
10.50.71.69|7782|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|7784|buro|sysburotienda|2
10.50.71.69|7798|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|7806|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|7818|buro|sysburotienda|1
10.50.71.69|7830|buro|sysburotienda|1
10.50.71.69|7840|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|7856|buro|sysburotienda|1
10.50.71.69|7858|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|7862|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|7878|buro|sysburotienda|1
10.50.71.69|7880|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|52158|buro|sysburotienda|1
10.50.71.69|52174|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|52186|buro|sysburotienda|1
10.50.71.69|52198|buro|sysburotienda|1
10.30.241.175|26200|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|52212|buro|sysburotienda|1
10.50.71.69|52224|buro|sysburotienda|1
10.50.71.69|52230|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|52234|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|52248|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|52258|infocrediticiacte|sysinfocrediticia|1
10.50.70.104|59178|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|52260|buro|sysburotienda|1
10.50.71.69|16624|buro|sysburotienda|1
10.50.71.69|16632|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|39240|buro|sysburotienda|1
10.50.71.69|39254|infocrediticiacte|sysinfocrediticia|2
10.50.71.69|39268|buro|sysburotienda|1
10.50.70.88|59250|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|58648|buro|sysburotienda|1
10.50.71.69|58652|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|58658|buro|sysburotienda|1
10.50.71.69|58668|buro|sysburotienda|1
10.50.71.69|58684|buro|sysburotienda|1
10.50.71.69|58696|buro|sysburotienda|1
10.50.71.69|58704|buro|sysburotienda|1
10.50.71.69|58708|buro|sysburotienda|1
10.50.71.69|58724|buro|sysburotienda|1
10.50.71.69|58732|buro|sysburotienda|1
10.50.71.69|58742|buro|sysburotienda|1
10.50.71.69|58754|buro|sysburotienda|1
10.50.71.69|58764|buro|sysburotienda|1
10.50.71.69|58778|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|58792|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|58804|infocrediticiacte|sysinfocrediticia|1
10.50.71.69|58818|buro|sysburotienda|1
10.50.71.69|58826|infocrediticiacte|sysinfocrediticia|1
