IP|PUERTO|BD|USUARIO|USOS
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|52018|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|52026|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|36954|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|36960|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|49984|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|49996|postgres|sysopsramp|1
10.196.42.157|42400|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|39954|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|39956|postgres|sysopsramp|1
127.0.0.1|58806|cartera|sysreplicacioncartera|1
10.196.78.41|53702|cartera|systiendacarteratdas|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|50010|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|50022|postgres|sysopsramp|2
127.0.0.1|10822|cartera|sysreplicacioncartera|1
127.0.0.1|17478|cartera|sysreplicacioncartera|1
127.0.0.1|55380|cartera|sysreplicacioncartera|1
10.196.42.159|45540|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|58408|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|58418|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|57510|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|57514|postgres|sysopsramp|1
10.196.24.199|44796|cartera|sysinternetcartera|1
10.196.42.160|50834|cartera|syscuentaweb|1
10.196.42.157|49250|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|50420|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|50434|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|35372|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|35382|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|48796|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|48812|postgres|sysopsramp|1
10.196.42.160|32786|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|52616|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|52620|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|43488|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|43490|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|59522|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|59528|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|60282|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|60286|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|40596|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|40602|postgres|sysopsramp|1
10.196.42.162|49962|cartera|syscuentaweb|1
127.0.0.1|48056|cartera|sysreplicacioncartera|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|45536|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|45548|postgres|sysopsramp|1
10.196.78.41|57472|cartera|systiendacarteratdas|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|52922|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|52926|postgres|sysopsramp|1
127.0.0.1|46780|cartera|sysreplicacioncartera|1
127.0.0.1|59740|cartera|sysreplicacioncartera|1
127.0.0.1|41496|cartera|sysreplicacioncartera|1
10.196.42.159|36020|cartera|syscuentaweb|1
10.200.127.54|42330|cartera|syssistemascarteras|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|37446|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|37454|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|43344|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|43356|postgres|sysopsramp|1
10.196.42.160|40138|cartera|syscuentaweb|1
10.196.42.155|44920|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|53524|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|53536|postgres|sysopsramp|1
10.196.24.199|39384|cartera|sysinternetcartera|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|51502|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|51518|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|43848|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|43858|postgres|sysopsramp|1
10.196.42.159|42986|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|58428|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|58436|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|55056|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|55062|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|51356|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|51368|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|51530|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|51546|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|38822|postgres|sysopsramp|2
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|38828|postgres|sysopsramp|1
10.196.42.160|39814|cartera|syscuentaweb|1
10.200.127.51|58594|cartera|syssistemascarteras|1
127.0.0.1|29010|cartera|sysreplicacioncartera|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|38248|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|38260|postgres|sysopsramp|1
[local]||psql|postgres|1
vm-hcl-appdynamic-be-prod-02.us-central1-a.c.cpl-ec-hcl-be-prod-06072023.internal|39238|postgres|sysappdynamics|1
vm-hcl-appdynamic-be-prod-02.us-central1-a.c.cpl-ec-hcl-be-prod-06072023.internal|39252|postgres|sysappdynamics|1
10.196.78.41|53170|cartera|systiendacarteratdas|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|42392|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|42394|postgres|sysopsramp|1
10.196.42.162|57950|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|48456|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|48464|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|45674|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|45680|postgres|sysopsramp|1
10.196.24.199|58374|cartera|sysinternetcartera|1
10.196.42.162|35186|cartera|syscuentaweb|1
10.196.42.160|39350|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|56702|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|56716|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|51054|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|51070|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|42370|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|42372|postgres|sysopsramp|1
10.196.42.162|59980|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|39178|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|39190|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|58936|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|58946|postgres|sysopsramp|1
vm-hcl-appdynamic-be-prod-02.us-central1-a.c.cpl-ec-hcl-be-prod-06072023.internal|5034|postgres|sysappdynamics|1
vm-hcl-appdynamic-be-prod-02.us-central1-a.c.cpl-ec-hcl-be-prod-06072023.internal|5044|postgres|sysappdynamics|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|44774|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|44782|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|49338|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|49340|postgres|sysopsramp|1
10.196.24.199|35580|cartera|sysinternetcartera|1
vm-hcl-appdynamic-be-prod-02.us-central1-a.c.cpl-ec-hcl-be-prod-06072023.internal|15186|postgres|sysappdynamics|1
vm-hcl-appdynamic-be-prod-02.us-central1-a.c.cpl-ec-hcl-be-prod-06072023.internal|15194|postgres|sysappdynamics|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|60024|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|60034|postgres|sysopsramp|1
10.196.42.155|43082|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|36274|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|36282|postgres|sysopsramp|1
10.196.78.31|54852|cartera|systiendacarteratdas|1
10.200.127.57|46956|cartera|syssistemascarteras|1
10.31.128.152|60636|cartera|sysetl|1
10.31.128.152|60676|cartera|sysetl|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|53718|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|53734|postgres|sysopsramp|1
10.196.42.157|47206|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|41076|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|41078|postgres|sysopsramp|1
10.31.128.152|37123|cartera|sysetl|1
10.31.128.152|37127|cartera|sysetl|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|39058|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|39074|postgres|sysopsramp|1
10.200.127.57|51922|cartera|syssistemascarteras|1
10.196.42.155|47002|cartera|syscuentaweb|1
10.196.42.160|46440|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|52402|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|52408|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|47854|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|47870|postgres|sysopsramp|1
vm-hcl-appdynamic-be-prod-02.us-central1-a.c.cpl-ec-hcl-be-prod-06072023.internal|18442|postgres|sysappdynamics|1
vm-hcl-appdynamic-be-prod-02.us-central1-a.c.cpl-ec-hcl-be-prod-06072023.internal|18450|postgres|sysappdynamics|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|48692|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|48706|postgres|sysopsramp|1
10.196.42.157|55228|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|40552|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|40568|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|54806|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|54810|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|36488|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|36502|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|59874|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|59878|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|54676|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|54690|postgres|sysopsramp|1
10.196.42.162|49764|cartera|syscuentaweb|1
10.196.42.71|51414|cartera|sysreplicacioncartera|1
10.200.127.54|52916|cartera|syssistemascarteras|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|43314|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|43330|postgres|sysopsramp|1
10.196.24.199|40866|cartera|sysinternetcartera|1
10.31.128.152|45120|cartera|sysetl|1
10.31.128.152|45141|cartera|sysetl|1
10.196.78.41|59154|cartera|systiendacarteratdas|1
10.196.78.204|40186|cartera|systiendacarteratdas|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|50352|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|50364|postgres|sysopsramp|1
127.0.0.1|40366|cartera|sysreplicacioncartera|1
127.0.0.1|19088|cartera|sysreplicacioncartera|1
127.0.0.1|41558|cartera|sysreplicacioncartera|1
127.0.0.1|55374|cartera|sysreplicacioncartera|1
10.196.42.157|35650|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|48826|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|48834|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|52886|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|52898|postgres|sysopsramp|1
10.196.42.162|47280|cartera|syscuentaweb|1
10.196.42.159|56842|cartera|syscuentaweb|1
10.31.128.152|45932|cartera|sysetl|1
10.31.128.152|45949|cartera|sysetl|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|50806|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|50822|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|43994|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|43996|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|34730|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|34732|postgres|sysopsramp|1
10.196.24.199|36312|cartera|sysinternetcartera|1
10.31.128.152|46447|cartera|sysetl|1
10.31.128.152|46462|cartera|sysetl|1
10.31.128.152|46463|cartera|sysetl|1
10.196.42.159|38860|cartera|syscuentaweb|1
10.196.42.159|38580|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|43094|postgres|sysopsramp|2
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|43106|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|50504|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|50512|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|47954|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|47960|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|40052|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|40056|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|38424|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|38432|postgres|sysopsramp|1
10.31.128.152|47227|cartera|sysetl|1
10.31.128.152|47241|cartera|sysetl|1
10.31.128.152|47242|cartera|sysetl|1
10.196.42.159|58668|cartera|syscuentaweb|1
10.200.127.54|46732|cartera|syssistemascarteras|1
10.50.108.39|46118|cartera|sysreplicacioncartera|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|42014|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|42026|postgres|sysopsramp|1
10.196.78.22|44862|cartera|systiendacarteratdas|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|58236|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|58240|postgres|sysopsramp|1
10.196.42.71|32590|cartera|sysreplicacioncartera|1
10.50.108.39|38344|cartera|sysreplicacioncartera|1
10.50.108.39|20046|cartera|sysreplicacioncartera|1
10.196.42.160|41082|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|60538|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|60548|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|49666|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|49670|postgres|sysopsramp|1
10.196.42.157|36850|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|37936|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|37950|postgres|sysopsramp|1
10.196.24.231|56690|cartera|sysinternetcartera|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|38262|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|38272|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|42258|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|42270|postgres|sysopsramp|1
10.196.42.157|40512|cartera|syscuentaweb|1
10.196.42.160|38510|cartera|syscuentaweb|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|36368|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|36378|postgres|sysopsramp|2
10.196.24.199|48788|cartera|sysinternetcartera|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|47764|postgres|sysopsramp|1
vm-opsramp-nttdata-prod-01.us-central1-a.c.cpl-mon-nttdata-prod-22012024.internal|47768|postgres|sysopsramp|1
10.200.127.57|58704|cartera|syssistemascarteras|1
